x,y
guess dont youth,1
rating plot just,0
worst badly awful just sit errors stupid terrible useless zero unbelievable just,0
charles dickens worst charles dickens carol scrooge businessman jacob sir scrooge stupid scrooge starring cratchit juliet stevenson mrs cratchit wasted worthless garbage just excruciatingly awful,0
just,1
boring dull random annoyed emma thin henry just unless,0
royal roman excellent wondering,1
itso wartime blockbuster yourself yourself,1
william holden eurasian beautiful lovely alfred newman outstanding henry bernadette 1943,1
west washington terrific scared witless roy truck,1
sooooo bad imdb just warn imdb mean holes mean armored trucks yourself sucked,0
annoyed just dont worse predictable mean worse minutes 010,0
bad worst bad effects effects rented waste shelf soooo horrible,0
plot powerful edgar,1
splatter bad embarrassing amateurish lousy bmovies honestly crap hideous clichés annoying just effects remotely awful redeeming,0
worst mutant eaten guess david newman effects,0
horrible worse worst avoid blatantly just cut pasted appallingly lame,0
blame loving beloved friendship shared stanley kramer edgar bergen dull cut spiritual else wondering,1
just just excuse,0
badly monster blah blah blah dont avoid,0
bad bunch,1
wealthy acclaimed imdb just saying bad alright ok smith bad biography,1
bad worse unbelievable shaking minutes bad horrible bad just worst hurry just ok cough bad horrible terrible bad write,0
unrealistic 1 cut hour cut,0
heck sink stop effects guess,1
ridiculous affection ridiculous brings,0
gotham businessman gotham just just pfeiffer gotham gross dull conflicted just pfeiffer just,1
clichés sorry arthur penn remarkable bonnie clyde struggles craig embarrassingly arthur,0
lame effects monster shoot bad,0
excellent patrick excellent holbrook smith francis firstrate excellent 1,1
debut just expecting worst predictable albert albert albert contrast smith charismatic james albert smith eva phillip,1
just cut rental just,0
loving crap retarded annoying else,0
william thomas remarkable william earliest maria russo loneliness russo louis walter just outstanding,1
boring louis dont waste les,1
cheese le just charles boyer,0
ripoff touching david examination prominent tossed,1
nonexistent journey sensitivity confronts sensitively beautiful brilliantly performs nudity celebration saying courage cultures honor honor elder honor honor honor,0
hour utter quiet perfection veteran czech wonderfully stella complaining 76 80 affection growing shouting czech elegant,1
just,1
james cut otoole lawrence otoole magnificent petula beautiful loving beautiful herbert brings wonderfully beautifully debut,1
low brain jokes cut pc,1
veteran newton saying newton,1
sultry sydney sydney magnificent,1
compassionate fitzgerald sorry perfection expecting sorry fitzgerald extraordinary,1
terrific vibrant cardboard awful clichés whatsoever terrible charismatic cushing,0
cinemax,0
penis luminous marvelous,1
portraying,1
rubbish seagal blame crap plot confusing just rushed,0
mean just just honestly jokes walter just just plot laugh,1
worst ok wooden plot dull stupid laughing minutes plot just wasted,0
karl learns julie bored rating stupid corpses silly corpses laughing dull bored,0
flick yeah camcorder conquest flick boring plot,0
mutated just disbelief just gore flick,0
garbage toilet honestly imdb trash rating terrible just hour fart jokes rating abomination,0
just ass pursuit roots,1
silly growing silly plastic hey kicking effects,1
dont 5 walmart slasher,1
just denver denver wonderful,1
delightful womanizing low owner maureen stapleton just,1
jo just sibling rivalry screaming kicking,1
balances ellis charlotte,1
youth scary beautiful beautiful,1
just plain dumb dont bother plot attorney wooden plot bad just pointless evokes write ok bad boring,0
excellent,1
saying faithful laughed sit wouldnt badly theyd dont honestly worse unnecessary sat iconic beloved handsome formidable darcy brenda blethyn kelly reilly collins interpretations minutes sumptuous please budget oh,0
1 stomach intestines 5 dont monster just scarecrow dont scarecrow dude scarecrow dude seconds write,0
expecting journey,1
awful trite previews unbelievable ridiculous unrealistic just throat expecting dumb plot forgot beautiful,0
geraldine jo ann elizabeth harry reviews unless,1
horrendous glover,1
dont zombies vincent distinctive dont fake,1
garbage worst commercials couldve dont dubbing dont rented flick edwards thin dont bother,0
youd couldnt youd plot redeeming waste relationship silly,0
just badly dont yourself rent dont guess gotta,1
learns emily just,1
uninteresting thomas unimaginative heck unimaginative bad wooden fisher splendor virginia blends ripped rent bernard utter,0
fernando plot just horrendous portraying informs,1
previews trash just craig brewer blues just blues rent,1
tale warmth honestly dont,0
martha dont effects heck,1
lauren holly wonderful brenda vaccaro wonderful please,1
anthony bates,1
laughed worst washington dumber tank junk,0
aliens effects just bunch bad minutes,0
beautiful nonexistent annie handsome whatsoever imdb annie just ridiculous flick ridiculous annie laughing annie just dull plot maria dull annie nudity just softcore annie laura,1
boring dont waste unless,0
yourself rent just plain awful just just saying terrible bad embarrassing,0
brilliantly explores bogosian barry shines demonstrates stoned braindead robert richardson demonstrates,1
dont waste william couldnt clown kathleen unnecessary plot,0
union uniquely union 1 union fritz lang excellent foxs frank james splendid lang ford union beautifully photographed technicolor edward robert randolph scott jagger virginia robert scott terrific just plain silly distinguished 1947 forties marcus union recounts scott union jagger robert scott affections terrible dull union harry randolph scott finest,1
mean sit pointless,0
beautiful just,1
david boring stupid david disjointed just else bad just fake fake,0
explosions explosions oppenheimer oppenheimer ronald reagan triumph oppenheimer 20th stirring,1
susan powells bad laughable powell bad dont powell mean powell francis powell powells les,0
seriously write bad plot atrocious inane worst awful unfunny waste,0
just laughing bad fetched dynamic relationship,1
spoilers ok butt porno stomach u sucked sucked sucked just sucked,0
bad just dont scott oh plot bad cliché bad,0
guess handles plot affection owner corny owner laugh dont laugh,1
else yeah yeah poorly worst fake saying,0
nudity paul confusing corny,1
tale guess powerful zombie monsters please,1
just just,1
plot wonderful just wilkinson everett redeem rupert everett,1
brings brain flick gory gore brain stopped gore braindead stop gore dropping rotten zombie gore plot holes stomach avoid gore chainsaw dismemberment eyeballs corpses zombies throat slit smashed,1
worst stunk bad friggin terrible budget stop just stupid useless just bad effectively boring hour terrible stupid annoying alright terrible plot yeah bad hour just bored,0
worst crap bad bad dont waste,0
laughed sr flick,1
bad bad expecting stupid hungarian generic just waste gory crappy wooden,0
freedom disbelief else rental,1
ok monster dull joseph monster brain brain beautiful monster monster monsters monster monster just cow chopped von wells san ramon avoid,0
guess,1
fooled ballroom 1930s merchant bad mean,0
worthless awful plot mean cheese dont rent rent avoid,0
former 90,1
stop excuse couldnt softcore monsters,0
crap damn bother laughably boring oh,0
jokes gloria agnes charles charlotte,0
seagal boring dull seagal dont dont starring seagal low bad lousy worse badly bad dont bad guts wasting bad bad plot seriously plot tedious just bad horrendously plot derivative whatsoever stop morris boring bunch starring warned avoid 0 5,0
excellent seriously cliche overused,0
silly just boring bad,0
excellent anand excels dev anand dev unforgettable composer,1
ripoff cheap shark fake shark shark shark elder warned shark monster 5 shark shark shark,1
le plot plot minutes low plot holes pretentious couldnt nonsense anna lock oh huppert huppert huppert appalling,0
1945 sorry saying,1
poorly clichéd clichéd jumping inept worst remotely eating gross bucks,0
scary effects unless bad effects creature,1
laughed wonderful cut just,1
knock screaming,1
reviews,1
adventures silly anna 5,0
worst,0
pathetic david just david just lousy just wasted please,0
throw wondering,0
confusing brain eating suck effects effects,1
unnecessary randomly bad just worse cheap sfx just cheap cheap just just silly cheap,0
ridiculously carefree youth loneliness just contributions,1
debut hour plot harry vardon boring twentieth,1
dumb just david plot dumb,1
stupid boring unimaginative garbage slasher just horrible cliché stupid boring worst effects slasher hour plot west virginia stupid scarecrows dont paul scarecrows honestly effects scarecrows laughably effects embarrassing waste slasher rent crap,0
shoot beautiful mean just um just just,1
seagal excruciatingly bad budget bucks worse just dont dull seagal plot nonsense budget nonexistent backdrop remarkable rent gotta stop,0
plot just,0
david starring stupid stupid horrid fx flick silly mutant creature waste charming johansson,0
andrews bad plot,0
beautiful pierre demonstrated scary,1
wonderful horrible cheese beauty,1
wooden literary worst sultry jokes joan claire,0
awful sit,0
claire blaine hour budget effects budget veteran paul district creates monster just monster creature garbage monster monster priscilla creature worse garbage monster priscilla bad monster monster garbage truck priscilla just plot hall garbage cans monsters priscilla yards bad bad hall zero effects rooney judy garland edna theyd,0
oh dont boring jump grab,0
hokey faithful unless rating wright newcomer bad just dont just effects effects bad gore flair just unless bad rating,1
just eaten rubber shark david laugh dont horrible,0
1940 laraine jean muir helen mrs bored robert cummings helen,1
rating 1 rating worst seriously just seriously sucked,0
loving rogers amateurish effects frank frank plot just couldnt stomach,0
just william vance orson welles orson welles debut welles just vance welles virginia africanamerican paul welles welles,0
just wellknown clichés trite plot plot plot holes effects budget acid just contrived just oh worst ridiculous just just dont yelling bleed wouldnt portrays ya just embarrassing,0
betty plot extraordinary betty kinnear morgan rene expecting,1
youve troubled cliché acceptance plot guess theyd corpses cheesy meaningless mean just tasteless uninspiring pointless,0
snakes reviews emma holbrook outstanding baker partners hey just youve gifted stupid idealistic directs write,1
butt subpar james oh guess predictable,0
random pairing just cut fords fords nuanced implausible betrayal relationship brings ford bucks walmart dont ok,1
just plot oh oh just bad silly crap,0
horribly bad awful raymond bad bad garbage,0
just stop complaining brings jokes just excellent wonderful david just stop complaining,1
darwin portrayal darwin darwin darwin brings darwin depicts thomas darwin saying awful just darwin worse darwin darwin,0
minutes spewing vomit,0
low yeah brings just owner flair spoiler orchestra doris sings,1
bgrade bad bad scary complaining worst former brain horrible just aliens admirably wooden david mutant snowman zero,1
rushed,1
awful awful boring damn dull stupid lame rented crap wasted bored plot ok miserably awful atrocious avoid damn please avoid horrible horrible shoddy laughably cheap terrible laughable dull terrible bored dull garbage bored terrible damn bad please avoid 5,0
portrait suspend beautiful beauty robert jr secretary portrayal courage seriously just secretary 410,0
literary stopped imdb relationship karl cheap,0
just reallife wouldnt disgusting disgusting eat rotten,1
strength strength extraordinary des stunning le de write welles joseph wasted agnes moorehead des joke,0
laugh effects just dont mess minutes laugh,1
awful knightley millers yourself,0
just stop laughing lame silly horrible excellent charles jean rogers,1
pc dreadful dont waste pathetic worse effects joke else pad,0
plot theodore counterpart counterpart eleanor counterpart theodore klaus beautiful eleanor,1
stupid pathetic boring poorly stupid redeeming boring stupid horribly boring plot screaming smith mst3k mst3k,0
effects remarkable tour,1
stop just vibrant,1
neville avoid sophie charlotte former charlotte plot interests james butler performs ridiculous influential james plot jokes bad phillip affecting mature laugh touching plot mature james,0
thomas 5 dont low dumb foster scott jonathan plot sorry,0
just camcorder guess dont 5 seriously,0
terrible write terrible,0
alright james james 45 minutes just predictable,0
finest distinctive seriously plain appalling just just outstanding vivid,1
outstanding york lansbury arthur bad,0
cheesy excellent plot david bad robert conrad longtime brings wouldnt,1
kinda kicking screaming guess dont else haha albert,0
badly hour just robert tenderness courtenay eyeballs silly clichés disjointed plot pointless,0
awful awful dont stopped costs cheesy 90 minutes laughing threw pointless just cheap poorly ripoff knock bad manos troll hobgoblins laughing stupid scary huh,0
robert raoul walsh west frontier starring excellent walsh representing 30s starring raoul predictable bad tyrone sr ian keith ruth,1
edna 1946 bergman radiant beautiful beauty avoid cooper aging dashing flora depicts bergman york morgan york 1,1
jump just,1
rent figured just excellent generic,1
idiotic stupid san drivel silly couldnt laugh laughing annoying rosie odonnell please dont eat,0
childhood theodore david david expresses david eaten crocodile klaus just redundant travels klaus eh royal orchestra brings eleanor unexplained just jr theodore prince complaining flick dont stop,1
stupid cardboard jerome danny stupider joyce annoying oh terrific,0
miserably worst bad horrible plot dumb dull boring boring hideous worst bad dont cheesy retarded excuse bad horrible utter garbage,0
nononsense,1
ok joke crap dont stabbed gonna horrid wasted crap theyd theyd dont buying,0
gotta dont plot frank sinatra please,1
vincent zombies unbelievable jean,1
daniel metropolis tale dull just,1
worst excuses bad dublin,0
plastic miserably bad gore effects atrocious plot gore awful fanny marquis just axe,0
just plot just,1
robinson david nuanced tremendous,0
magnificent photographed district befriends touching,1
stupid wouldnt bored just pile crapi avoid wasted dollars,0
rented gore gore rented forgot downhill disgusting gore just grossed budget sounded offended jr sorry thin plot bunch dont just just horribly just please dont just nudity unless picky ok bad outta bunch hurry just lowbudget youve youve disgusting lowbudget youve,0
minutes daniel gandhi imdb seriously,1
sensitive portrayal immigrant dont dont couldnt strength courage shared rejection rejection,1
plain excellent plain portrait plain just wartime stark bad stark examination skillfully portraying brilliantly plot portrait gentle plain spiritual corpses pathetic pathetic dragging plain worse honor eat postwar,1
friendship maturity couldnt former plot,0
5 wonderful,1
edmund purdom handsome renowned stunning jean simmons gene purdom victor mature wilding ustinov costar,1
sensitive dont imdb,1
bad clarence browns ridiculous affection warm just stop wonderful horrible horrible horrible horrible ridiculous discount west unless,1
low imdb rating americas sit wealth nauseating robert youthful equipment chicks waste san francisco,0
wonderful,1
oh oh boring unrealistic wasted,0
boring friggin 5 minutes worst dont cheap 210 wouldnt,0
fck louise bother wanna pointless,0
unexplained bad shoddy continuity errors swear plot continuity rental plot,0
wouldnt fake saying dont dude dont bother monster,0
barber dude sci else heartwarming,1
wonderful joke just wonderful gore else dumb claire beautiful parker claire,1
trash just,1
rosie harry loneliness harry immigrant depicts please affections mean budget wellknown anthony stanley admirably rockwell demonstrated subpar,1
charles paul bad jimmy laughably bad alex wasted oh hour,1
youve kidding reviews disgusting gross just plain awful,0
just shared,1
just lousy dont plot unbelievable just,0
worst bad von please,0
laura fraser silly jaw dropping cringe laugh beautiful randomly laura,1
sorry tale powerful james couldnt james terrible bad worst,0
,1
bad wasted bad dont just dont fake sink,0
load maria just maria just maria pursuit 5 minutes maria kicking unless legendary bad seriously dull boring just betrayal randomly wires idiotic bad jaw stabbed acid acid eat injury dont laugh bad minutes just just just stupid just jumping gore cut cheap classical bad laugh just whatsoever just,1
saying popcorn terrible rating terrible yourself 90 minutes rent provides just 90 minutes,0
worst brain horrible flick just bad bad theyd whatsoever bad just renting buying horrible,0
plot brainless roberta collins grant brenda worst,0
load tripe unfunny low budget boring rubbish terrible sat laughing laugh halfway blame lame offended just dont please dont 0,0
billion bucks rent tits blatantly crap 5 tits,0
plot margaret brent roberta collins jennings betty william smith gory conveys margaret portrayal just fragile ruben unless,0
stop youve just oh,1
plot unbelievable,1
rating bad,0
excellently owner,1
excellent,0
boring blame boring annoyed blame just lousy,0
excellent,1
cassavetes cassavetes sidney poitier just relationship guess,1
bunch,0
trash bother cursing smith terrible crapfest hall,0
gross bad just sit cos someones moron eating dont just stupid laughing jumped random stopped stopped laughing throwing bad reviews just,0
excellent philip seymour hoffman,1
guess,1
agatha christie forties lovingly excellent joan terrific faithful lionel unnecessary tour madge lionel dont beautifully helen dignified margaret just wonderful,1
just wouldnt ok garbage generic guess dont yourself,0
beautiful,1
lousy literature,0
tour plot brain slap predictable brain tour cut,1
portrayal shut robert robert portrayal saying please toilet,1
spoiler worst rats sorry rats rats rats rats rats toilet rats toilet mean rats eaten laughing creature slugs snakes crocodile shark rats 410,0
blockbuster rent just oh dont andersons ripped,1
bad just budget zombie plot guts zombies just zombie,1
just pointless boring just explosions inept,0
burgeoning plot cgi creates childhood stupidest theyd oh horrendous oh elder worse grab worse,0
couldnt sit halfway rental,0
former commanding attorney yourself atkins,1
glenn plain bad superb bad dont anna emily patriarch,1
cheap monster budget youd cinemax softcore trite monster nudity gore stuart outstanding,0
90 minutes effects joke philadelphia phillip hoffman,1
sorry guess bad just laughing cooper robert culp,1
unbelievable,1
seriously write yourself seriously random plot annoying plot plot laugh just just dont,1
roy joan beautiful haunting,1
dont notre dame touching obrien knute rockne ronald reagan reagan obrien bonnie notre callahan albert reagan notre rockne,1
boring,1
budding couldnt,1
james stewart doris bernard herrmann fake reviews,1
horrible bored unrealistic jean claude else mean bad scary boring worse just fat redeeming ninety minutes unless throwing hour,0
sounded reviews boring forwarding boring bored annoying confusing wondering crap unless cut boring,0
bad reviews couldnt bad tour james dont maria,0
beautiful predictable rent,1
gossett frank scary couldnt profanity bad just plot,1
morton eve kelly james eve eve eve eve eve nonsense robinson just oh dont awful eve bad else ok muddled mess figured crap waste robinson mess ok rubbish muddled minutes 80 minutes just ok just rubbish minutes dont ok avoid imdb,0
werner herzog wasting junk mean fake werner herzog plot jokes effects just dont fake fake herzog,0
determination bad mean discount bin bored cinematographer just dont bad guess ok dude fake bad bad low budget joke,0
ok couldnt annoyed hour just spoiler trucks just oh 5 halfway,0
random camcorder sucks hurry,0
netflix just william just,1
just contrived laugh barrel ripoff wouldnt else,0
bad former sit bad trash sit bad david elizabeth taylor relationship gross dont gross,1
monsters cringe terrible hour ridiculous ridiculous unnecessary unnecessary just worse just bother unless hour,0
wolfgang peterson terrific russo rent,1
excellent billion plot 1942 billion dollars 1942 joan alexander fleischer bad,1
dont hey gotta shotgun,1
worst bad bad laughable existent plot just worse cheap scared bad manos troll dont bad dont laughing bad avoid,0
garbage joseph gordonlevitt portraying effects youth youd guess mess inept waste,0
dollars couldnt worst dull 5 knocked fake fake just,0
joke beauty joke terrible unless joke,1
sit worst dont bother,0
horrible fake axe minutes expecting minutes just u just laugh dont,1
5 minutes bad annoying crap insult dont former 210,0
voight prince autobiography conroy rural generations,1
steaming load annoying bad dont crap annoying,0
americas youth inept stupid just disgusting,0
montana montana whatsoever senseless stark shines guess ford 1955,0
faithful just lovett just broadway sweeney hearn hearn anthony sweeney seriously dont just legendary legendary hearn sweeney 5 expertly sweeney,1
rented bad saying boring saying figured literary robert bad operatic david david velvet derivative excellent isabelle waste rating 410,0
pip anders estranged 18th grandfather 18th avoid pip ian grandfather pip excellent paul anthony pip fletcher grandfather cummings pip pip contrived predictable,1
worse dont,0
starring legendary couldnt bad,0
reviews just scary seriously rating,1
plot ok peck budget lyrical minutes badly spiritual,0
flick davis versatile kicking butt just,1
velvet discount sally rupert just couldnt unless worst charming bad just stop oh plot warm,1
just couldnt just plot just edward else vomit gotham danny gotham secretary pfeiffer just vincent just cut logic daniel blatant plot plot beautifully zombie couldnt,1
orson welles fake irving autobiography innocence de welles welles couldnt just fake annoying de brings dont dont welles 410,0
ulrich thomas dont ulrich dont dont waste dont,1
barrel waste mutated sounded ok bad couldnt stop horrible heck heights slap write 1 bad 0 zero junk,0
figured crap fest laughing fx dont,1
rating guess disgusting plotline idiotic refund warn,0
holden creates graceful holden dont elegant stunning underrated madame bergman davis,1
bad warned terrible scary mrs brainless 5 annoying mrs horrible pathetic helen stop helen kathleen else nonsense,0
york york,1
ponyo ponyo ponyo just spirited acceptance plot spirited ponyo pioneer ponyo childhood boring eating,1
spoilers renting freaking scarecrow rented just horrible horrendous subpar scarecrows bad bad honestly bad laugh slasher just avoid,0
gonna low budget silly stupid plot just plot slasher just guess rating 90 mins pg13 nudity,0
horribly low low budget dollars reed alex strength former reeds victor von joseph culp reed plot effects budget effects mess just effects jump smith laugh poorly budgeted just,0
rushed william powell myrna loy pairing rushed thin myrna loy florence sidney mary spirited william powell loy yeah powell loy powell jessie ralph wealthy loy acquaintance powell boring powell senseless powells powells powell loy edgar powell loy,0
mean charles dude waste,0
dont bad dont couldnt unless avoid,0
just evocative moody garbage,0
low rent hall gorcey crap cheap just low 5 childhood bad crap cmon kinda flick just wanna halfway,0
aliens wanna robert porter robert wanna excellent,1
venice portia wealthy merchant merchant venice william shakespeares dont monster cut bleed irons terrific collins beautiful robinson cox marshall,1
expecting worst ripped horrible worst,0
masterfully plotline,1
drivel utter junk david wasting gross,0
fck oh broadway wanna,1
brilliantly nudity innocence plot gabriel random cheap beer,1
terrible else poorly silly lovingly honestly horrible terrible horrid,0
sounded starring figured dull ridiculous pointless plot tale silly portrayal bad plot badly,0
effects novelist plain just unless limbs just just plain spoiling brilliantly stark mean eating dont guts eat random just just just horrible else,1
,1
davies worst bad imdb davies terrible william randolph orson welles wealth davies excellent bad davies marianne quiet marianne imdb dont marion davies marianne just terrible terrible marion marianne just sounded marion consummate just seriously just shouting marion just marion youthful mary pickford pickford marion just couldnt,0
ford ford plot betrayal thin former partners acceptance shared ford contrived fords,1
craig,1
vcr finest newton horribly finest garbage wonderful virginia obrien,0
silly plot pointless,1
britain,1
mess susan waste muddled plot,0
cheesiest ferrer commercials brilliantly effects saying horribly dont just,0
1 dude portrayal rent depicts abomination just couldnt stomach worst subpar waste just pathetic,0
just just laugh excellent,1
saying 250 legendary laughed excellent just laugh dont offended,1
loving lovely virginia excellent,1
teamed badly disjointed edit de stanley just expecting just,0
nudity plot unrealistic else simmons else 1 relations else stop relationship plot unbelievable unrealistic karl glenn aging throw yeah winters scott william winters simmons adele alexander renting kathy bates icon kathy bates beautifully pun cmon,1
retarded meaningless rubbish walsh pursuit dollars,0
imdb reviews dull roots awful just seriously dont,0
stoned creates stoned bucket fried just hey budget mean,0
low budget cheesy gory just bad ronald armstrong ok armstrong ronald armstrong armstrong else,0
expecting unnecessary bad puns just guess wanna just,1
bored happiness happiness bothered learns happiness yourself,1
lowbudget dont chainsaw dont guess axe minutes unoriginal garbage just beauty dont else dont dont budget effects just,1
nudity fart jokes just stop just trash,1
worst worse just cow,0
sit 45 minutes padded unnecessary clichés bad crappy silly plot annoying bother effects,0
predictable monsters dont plot predictable sci saying annoying just,0
lackawanna blues touching nanny nanny 1 touching africanamerican lackawanna york strength dont,1
just dont worse horrible plot pathetic effects terrible horrible bad plot effects else nudity,0
budget effects dont worst blatant budget rented seriously laughed,0
flick rental barrel unexplained thomas abe randomly worst,0
bad connecticut martha write martha formed martha foster toby,1
110 swear minutes carnosaur 1 raptor pathetic carnosaur mean,0
james juliet von gentleman beautiful provides terrible terrible terrible,1
ridiculous badly cooper dell bad embarrassing,0
plot wouldnt ridiculous royal jimmy cagney austere harry james,0
reviews annoyed robinson oppenheimer charismatic paul newman excellent,1
worst waste please dont waste,0
just bad rating beautifully rating 1 0 rating waste minutes figured just 45 minutes 1 hour tedious redeeming dont yourself just minutes youve,0
smith guess julie,0
newcomer jose excellent inspiring courage determination jose,1
worst bleeding dont horribly 1 renting worst worst,0
lame flick filler thin low nudity,0
boring plot unless waste,0
judith just,1
lively bad stupid monster monster monster unless bored,0
russo bad decapitation worthless cheap gore terrible awful dreadful numbingly tedious dumb plot pointless zombie inane amateurish,0
beauty pathetically worse wasted yourself dont oh write seriously,1
dont write reviews sucked plain wondering lovely bad effects bad bad sucked dont costs sucked mean sucked plot plot ripped suck dont sit,0
gifted james smith gullivers travels jonathan swifts damn gulliver shelley gulliver heck gulliver gulliver gulliver gulliver gullivers travels costars ridiculous gullivers travels,0
just,1
oh plot dont rent,0
enchanted von charming beautifully demonstrates ann longing katharine alexander quiet elegant baxter beautiful jessie ralph frank morgan reginald marvelously charles harried ralph finest eccentric,1
nonexistent west julie stopped just david brings charles west shameless mortimer,1
blatant mst3k avoid dollars hall joyce mst3k cheap ward awful dont,0
bad spoiler wrap bad outstanding,1
lovely wig kristin dana perfection useless else wondering,0
wellknown czech collaborator remarkable annoying robert anna beauty roman noise easygoing lovely tender implausible upbringing just czech revere gratuitous wealth wonderful pasted,1
bad bad bad cliche cliche worse bad laugh brain,0
waste else cents minutes seconds ripped 1 cents fonda,0
anna fay gabriel rosie plot amateurish crap worse worst laughable terrible amateurish effects garbage beautiful flick bad minutes stop minutes um,0
plot corny else mean,0
sounded minutes couldnt predictable amateurish atrocious predictable arthur cringed just theyd ridiculous tale,0
plain,1
boring 80 minutes garbage blatantly couldnt laugh blame horrible plot dont bother waste,0
confusing just ok uninteresting just nonsensical incoherent,0
jokes softcore aliens wash softcore hall provides fritz bad rotten plot,0
tale effects effects 1950 scott guess,1
low budget dont flick plot gore low budget charlotte beale slap stupid low budget,0
summary sorry couldnt,0
5,0
excuse heck jokes blame write jokes joke awful gonna gonna,0
horrible jokes props rent tale sit laugh laughably,0
just just remarkable,1
biography just admirably superstar contribution fletcher loving agnes haunting,1
trials tribulations budget mouths guts determination provides conveys props tale budding,1
cliche dont laughable effects,0
marc low budget minutes costs worse scott charlotte else cheaply,0
starring awful ian bonds plot tycoon unless just beautiful barbara carrera bonds plot mistress bonds ally carrera carrera von sydow klaus maria brandauer brandauer excellent plot bonds bonds britain,1
poke joan kline,1
sweeney excellent oh bad excellent,1
ok,0
minutes nauseating effects minutes,0
lon jr beautiful beloved predictable gifted frank flick embarrassing lame effects,0
wartime jeanpaul claude beautiful isabelle adjani delightful francois camille incomparable depardieu versatile plot just confusing just tender 1940 childhood formidable patrick gabriel plot wonderfully ian wartime relationship maria,1
sequels monster,0
de russo de russo couldnt,0
spoilers wonderful charlotte beautiful low stop annoying else else portraying portraying charlotte charlotte seconds gentle lovely mean lousy,0
taylor betty cristina betty flick dubbing cut 5 pioneer exquisite gore beauty taylor stunning wonderful 5 collaborator classical lends masterfully 5 wonderfully exquisite 5 unnecessary 5,1
idyllic loving,1
waste pretentious minutes minutes reviews imdb wasted boring pointless joke laughed bad,0
gore nudity cut confusing ok just shut senseless mess david leslie cumming farnsworth annie robert architect sullivan hickland shut eating gore effects bad gore dull hour muddled confusing screaming silly cheesy cheaply bad,0
francis ford stark contrast bored dull freedom befriends brain injury james caan plot conveying moody gentle melancholy turbulent triumph quiet,1
doyle ok roy write bad portrayal redeem,0
waste terrible cgi awful stupid plot hey worst thin just tossed trash,0
buying owner dollars owner bin waste dollars straighttovideo dont waste walmart,0
affections monsters hey bunch tremendous nonsensical,1
sat minutes bad bad bad download 85 voted awful sit,0
creature yeah monster logic jr fx nonexistent 80 minutes complaining worst charles bother reviews figured,0
sat owner cooper sat just underrated damn beautiful affection wtf beauty beautiful wonderful stanley beautiful brain beauty mindless,1
plot terrible terrible wooden bothered theyd avoid costs unless yourself sht,0
imdb 150 rented worst couldnt daniel bad stupid dont confusing guess saying just sit just bad flick waste,0
laugh laugh,1
keith cole excellent just glenn ford,1
alright bunch dont carol annoying plot carol bunch zombies flick bad wasted truck,0
just superb,1
just reviews terrible just aliens else bad dont asinine youd seriously,0
sorry implausible bad cliché seriously clichés stalwart couldnt bad bad low cheesy clichés,0
powerful robert courage ridiculous crummy low budget,1
excellent,1
frank bullet relationship shared meaningless halfway shoot russo alright bullet russo thompsons wolfgang peterson russo peterson dropping guns,1
philadelphia shines laughing,1
le jean jo robert former marie owner nightclub louis pierre jo elegant plot rififi les magnificent supported jules stunning jean outstanding rififi,1
jimmy smits loving watts low gross unimaginative remotely watts horrible just watts wooden worse jimmy smits blame softcore bored theyd else ninety minutes unless just 5,0
waste burn seriously wouldnt saying dont,1
write saying gory stop honestly sucked gory mean guess bad bad cheesy,0
fake eating eating just eating paul sit,0
excellent richly,1
worst blockbuster hour low budget just plot ridiculous spoiler just minutes,0
inept insult zombie zombies poorly guess just inept just poorly 310,0
wouldnt danny sandy broadway danny sandy,1
walter huston jules edward communist elegant le jules bad bad jo learns former badly owner excellent robert jules jo marie marcel subdued robert georges jules rififi,1
wouldnt just just,0
lousy unwatchable wonderful william joseph czech horrid horrible crappy bad bad unfunny stupid,0
gore excellent gory poorly offended silly plot flick awful pointless effects laughable,0
seriously bothered vomiting alienation friendship conflicting intimate handsome intimate sandy mess just acid superb inept confronts just youve gotta dont betrayal,1
dont worst scott plot wondering heck,0
just stanley stanley flick bad worst noise,0
hometown faulkner 1948 geer dont claude jr terrific elizabeth,1
wooden terrible albert brain youve bad else youve stop youve youve worst youve throwing youve throwing youve bad minutes just plot bad suspend minutes just uninspired bad waste waste youd,0
superb beautifully wasted excellent flick,1
scary jokes saying gory martha scary,1
recycled hackneyed dorothy tacky dull minutes,0
spoilers horrid just awful forgot mst3k else bad cardboard badly dull minutes stabbed sat bargain,0
laughably bad mean bad,0
lovely wonderful fleischer terrible fleischer fleischer fleischer gulliver,1
honestly plot stomach acid flick barry bad lousy hokey effects laughable eaten plastic,1
bad wonderful pointless dont waste just,0
just flick kicking scott blockbuster reviews kinda ripped cardboard dynamics minutes directtovideo toilet mess superb scott flick seriously,1
robert low budget budget shoot bad just marcus convoluted mrs dont tour sorry,0
horrible 90 crappy dynamics 80 crappy bunch amateurish bad 5 just minutes crap sucks,0
bullet brain sorry ass bullet brain awful relaxed bullet brain jokes,1
raymond san stopped shoot stark jean paul belmondo charming stark betrayal stop former jose le le des claude georges les friendships deceased sublime powerful loneliness former consummate belmondo stark budding relationship de versatility,1
journey,1
adventures flair ustinov chicks portrait portrait plot royal assists plot wonderfully metropolis,1
daniel aspirations stupid plastic yeah silly tasteless just,1
budget sucked worse david bunch just bad alex crap stomach else write roots oh paul pee bad,1
