x,y
worse cardboard,0
wasting stupid incoherent stupid bother bother pointless pointless pointless cheap stupid garbage,0
bad,0
gabor gabor,1
,1
ripoff amateurish,1
lansbury,1
,1
friendship,1
,0
dumb,1
,0
horrible boring stupid ticked,0
,0
portrait,1
,1
amateurish bad awful,0
,1
,1
stupid,0
,1
ghoulies ghoulies,0
budget bad budget,0
,0
fake laughable,1
watson watson,0
laura budget laughable,0
worse,1
bad,1
,1
,1
pile junk waste,0
bad cheesy cheesy cheesy bad plain bad,0
,0
sucks,1
,1
,1
bad worse worse,0
friendship,1
,1
,1
fake unfunny stupid dumb,0
friendship budget bad,1
bad ruth rita dumb bad crap bad bad bad,1
,1
bad pathetic,0
,1
,0
costs 90,0
bad atrocious horrible garbage,0
,1
,1
bad kidding,0
,0
budget toilet,1
cheesy horrible,0
,1
cheesy,1
,1
bad bad poorly,1
,1
costs crap,0
,1
,1
cheesy,0
,1
friendship friendship,0
horrible bad budget bad bad horrible horrible bother,0
stupid bad,0
sheridan barbara ronald,1
bad alfred,1
,0
,0
worse bad bad horrible kidding,0
bad,0
boring portrait,1
fake,1
,1
,1
ronald,1
,1
pathetic waste worse budget,0
bad bad fake,0
,0
sucks bad excuse 0,0
meaningless bad,1
bettany,0
,1
bad,0
,1
bad toilet bad,0
stewart stewarts,1
,1
dumb stupid lame budget budget,1
cheap crap crap pointless crap,0
,0
lame bad,1
,1
rubbish bad budget budget ripped rubbish budget gonna,0
flynn bad,1
,1
cheesy bad cheap,0
,1
boring stupid boring,0
bad amateurish laughably,0
friendship bad bad friendship,1
plain dumb bother bad pointless bad boring,0
bad horrible,0
,1
,1
lame,0
,1
budget illogical bad waste,0
cheesy,1
bad,0
stupid,0
boring stupid,0
bad sucks bad,0
fake,1
rockne rockne vibrant rockne obrien rockne obrien rockne ronald contribution,1
barbara,0
sucks,1
bad,1
atrocious,0
turbulent leung cheung leung cheung leung,1
stupid bad,0
stupid laughable lame,0
boring 90 bother,0
postwar budget,1
,1
pointless garbage,0
,1
bad bad,1
sucks bad awful,0
,1
bad bad bad,1
,1
holes bad,0
bad,0
holes,0
bad,1
rita bad cheap rita,0
,1
,0
,0
victoria cheap pathetic pathetic eat pathetic amateurish,0
bad,1
ticked crap,0
,1
awful bad crappy budget bad,0
bad pathetic,0
unfunny stupid bad illogical unfunny unfunny illogical,0
stupid,1
dumb boring boring boring horrible victoria horrible,0
bad bad horrible holes bother crap budget fake budget bad worse fake,0
,1
awful bad ripoff bad cheap cheap margaret,0
bad,0
90,1
,0
bad,0
budget ruth bother,0
corn,1
unoriginal,1
,1
,1
poorly waste,0
bad lame cheap costs,0
,0
bad unoriginal stupid meaningless poorly,0
,1
captures,0
worse bad bad boring gonna boring,0
,1
,0
snakes laughable bad bad bad worse snakes snakes bad bad cgi,0
,1
laura laura laura laura dumb laura laura laura laura laura,0
,1
,1
plain,1
,1
,0
,1
,1
110,1
sucked nonsensical poorly poorly poorly,0
pathetic bad horrible cheap plain bad bad bad bad,0
,0
,1
,1
gaping holes,0
,1
budget budget budget budget bad bad,1
sucked,0
,1
90 bother boring pointless bad wasting,0
bad eat,1
,1
,0
,1
,1
,1
excuse,1
ripped,1
,1
bad plain,0
,1
,1
,1
,1
poorly pointless waste,0
dumb dumber worse,0
,1
crap stupid stupid,0
bad,0
awful bad,1
,0
horrible cgi,0
,0
stupid stupid,0
atrocious waste steaming pile waste,0
,1
,1
,1
,1
crap,0
bad friendship boring,0
,1
gonna bad lame waste,0
,1
bad ruth,1
bad custer errol flynn ronald,0
,1
,0
horrible,0
cgi nonsensical everett bad gaping,0
,1
worse boring bad worse bad,0
stupid,0
bad bad renting,0
,1
,1
worse crap sucks,0
,1
,1
bad,0
crap,0
,1
,1
vibrant,1
ripped,0
,0
,1
worse budget,0
mindless garbage,0
bad bad,0
bad,0
,1
stupid costs,0
lionel newman,1
bettany,1
,1
budget crap waste bad awful barbara unimaginative,0
pathetic amateurish cheap cheesy ripoff budget,1
sucked 90 mins filler mins mins,0
horrible bother,0
gaping holes,0
,0
turd,0
,1
budget,0
boring sucks cheezy bad suck,1
,1
worse,1
,0
bad awful horrible awful waste,0
cgi crap,1
,1
,1
cheesy bad cheesy crap zombies,0
,0
stupid excuse ripoff crap lame lame stupid holes awful awful awful awful awful awful awful sucked sucked jonathan,0
cheap fart toilet meaningless,1
flynn flynn,1
,1
,1
laughable,0
eat bad,0
unwatchable alfred alfred,1
budget,0
awful,0
cheap cheap budget budget 210,0
,1
cheesy,1
jonathan captures,0
budget garbage,1
,1
barbara barbara,1
,1
90,1
,1
,1
,1
,1
dumb dumber dumb dumber crap,0
awful morons,0
,1
crappy,1
bad holes,0
,1
bad horrible worse bad holes boring,1
,1
,0
,0
stewart bad,1
bad stupid worse awful,0
bother,1
,0
bad bad bad awful,0
poorly,0
cheap fake,1
pile waste,0
,1
eaten budget eaten bad eaten fake eaten,0
,0
bad bad renting,0
crap waste,0
,1
albert,0
bad,0
boring bad,0
bad bad bad,0
budget,1
,1
worse,0
awful junk,0
,1
awful awful sucks sucks,0
bettany,1
awful fart stupid,0
boring boring laura cheesy,1
,1
,1
,1
,1
,1
,0
bad costs pile crap,0
,1
,0
waste laughable,1
18th rochester,1
barbara stanwyck stanwyck bad,1
bad tomatoes,0
awful dumb laughably bad stupid poorly poorly,0
,1
cheap bin carnosaur waste,0
stanwyck stanwyck,0
excuse budget stupid,0
boring,0
,1
bad worse bad poorly nonsensical horrible bad bad bother,0
holes,0
,1
,1
,1
bad bad awful,0
worse jerome ruth,0
waste,0
,1
ripped,1
,1
excuse excuse,0
,1
,0
lionel lionel,1
,1
poorly,1
,1
,1
,0
budget poorly boring boring boring,0
,1
plain crappy cheesy eat junk jerome crap junk turd bother wasting stupid garbage,0
bad cheap waste,0
,1
friendship,1
bad ella,0
dumb unfunny bad awful,0
,1
,0
holes zombies,1
,1
bad,0
waste,0
budget bad,1
,1
pointless,1
,1
,1
worse crap bad,0
eat,1
bad cheesy,1
portrait portrait bad,0
bad boring boring,0
,1
understated,1
wasting,0
,1
snakes horrible snakes snakes mindless,0
northam denis northam northam northam,1
bad bad bad bad worse awful bad cgi poorly worse cgi,0
,1
rochester,1
poorly cheesy fake bad awful boring,0
crappy stewart stupid awful awful bad,0
,1
,1
postwar contribution,1
,1
,1
bad worse,1
bad eaten,0
,0
bad,1
unoriginal unfunny poorly boring,0
,0
padding lame,0
junk,1
waste,0
cheezy cheezy poorly,0
,1
,1
,1
,1
,1
stupid,0
awful,0
,0
,1
bad,1
crap bad bad waste,0
pathetic,1
,0
,0
swearing,0
vibrant,1
,0
,0
illogical bother excuse cgi cheap,0
dumb worse,1
bad bad,0
,1
philip fake waste,0
worse,0
horrible pile,0
bad poorly 90 waste horrible pathetic,0
bad budget,1
bad unoriginal unoriginal unoriginal pg13 cheesy bad bad boring unoriginal unoriginal boring pointless boring,0
amateurish captures garbage,0
budget,1
stupid,1
horrible fiennes,1
worse cheap bad worse,0
boring poorly,0
renting stupid bad worse,0
,1
,1
,1
bad,1
,1
pointless capturing,0
,1
,0
,1
jonathan hale,0
stupid poorly boring bother,0
bad,0
snowballs ripped snowballs snowballs,1
captures,1
awful bad,1
sucked,0
,1
mindless,1
,1
bad,1
pointless,1
,0
sucked,0
,1
bad bad eat,0
stupid cheap plain cheap crap crap bad boring,0
,0
bad christie,1
margaret,1
barbara,1
,1
,0
,1
bad bad,0
,1
,1
,1
,1
pointless,0
unwatchable,0
,1
awful,0
,0
,0
,1
,0
boring boring waste 90,0
,1
pathetic,0
,1
junk bad bad,0
,0
bad,1
veidt veidt,1
barbara irene florinda florinda,1
awful horrible garbage bad worse waste steaming pile dung 210 vomit,0
awful budget,1
fake fake pg13,1
lansbury,1
,0
cheap,0
bad stupid,0
bad holes,0
worse,1
laura,1
90,0
budget,1
awful bad,0
bad bad,0
,1
,1
bad bad bad worse bad bad,0
,1
,1
bad fake bother,0
,1
bad,0
cheap,0
captures neville barbara franz,1
,0
,1
poorly,0
,1
horrible,0
stewart stewart holes,0
,1
atrocious,1
stupid waste,0
wasting pointless alfred,0
bad crap boring,0
poorly,0
horrible bad waste bad unwatchable sucks,0
,1
,1
,1
dumb,0
bad,0
,1
stupid cheap stupid poorly toilet,0
,0
boring alexander,0
,1
,0
,1
horrible,0
critters poorly crappy critters sucked bad crap,0
,1
bad stupid,0
,0
,1
holes laughable cheesy lame cheap,0
,1
tomatoes cheesy rubber,1
,0
bad stupid boring boring bad 210,0
,1
worse worse bad,0
boring fake 0,0
pathetic,0
,0
alfred stewart stewart stewarts stewart albert,1
poorly bad ripped,0
ripped,1
,1
budget,1
bad bad bad worse fake waste,0
,0
portrait bad,1
,0
,1
,1
plain awful kidding,0
garbage,0
suck horrible bad stupid lame boring plain holes bad holes stupid horrible,0
garbage,0
waste kidding,0
,0
waste horrible bad,0
,0
bad bad,1
eat,1
bad,0
toilet,0
bergen,1
newman,0
stupid,0
cgi,0
budget,0
,1
friendship,1
bad,0
,1
awful awful awful,0
bad filler horrible uwe horrible,0
bad bin,0
sucks,0
pointless incoherent bad,0
,1
,1
crap fake stupid sht,0
pathetic excuse waste 010,0
bad,1
,0
plain,1
bad,1
morons,0
,1
bad,0
stupid,1
,1
,0
,1
cheap bad,0
,1
amateurish,0
,0
crap,1
,1
,1
bad frances laura bad stupid,1
bad budget,0
bad bother stupid crap,0
gifted,1
,0
,1
boring,0
laura ripped,1
awful worse bad,0
,0
lame,1
bad costs toilet,0
bad,0
,1
boring budget,0
bother uwe lame,0
atrocious,0
pointless garbage awful waste,0
pile,0
,1
waste,1
,0
,1
,1
raines raines,1
poorly poorly budget,0
,1
,1
zombies,1
,0
mutual,0
boring,1
,1
bother pathetic,1
,0
,1
,0
pointless,1
cheap awful,0
,1
laura laura,1
laughably pointless pointless cheap,0
crappy plain stink,0
cheesy unimaginative unfunny,0
cheap lame budget cheesy rubber bad 90 bad ripoff budget awful bad bad,0
newman,1
pointless crap morons,0
atrocious awful,1
amateurish gonna bad poorly worse,0
,1
bad cheesy cgi awful,0
budget cheap,1
worse crap,0
unimaginative unimaginative bad ripped,0
stupid fake,1
waste friendship budget,0
,1
waste,0
,0
90 stupid,0
awful crap,1
jonathan,1
worse captures,1
,0
mindless,1
newman bloom,1
worse margaret,1
,1
,1
pathetic filler,0
bad,0
,1
,1
dumb,1
,1
boring boring boring,0
,1
cardboard watson,1
,0
,1
,1
horrible,0
bad bad laughable,1
bad bad garbage garbage bad bad,0
bad worse,0
bad,1
,1
garbage boring bad fooled,0
gershwin powell,0
cheap laughable,0
,0
,1
rupert,1
pathetic excuse,0
laughable morons dumb bad,0
,0
bad cgi cgi cgi holes costs,0
bad bad,1
,1
,1
,0
plain sucked sucked sucked suck sucked stupid boring cheap cheap bad,0
,1
,1
,0
crap sht pathetic,0
,1
horrible gonna,0
cheap pathetic bad,0
denis worse,0
,1
awful waste waste,0
gonna,1
sucked sucked sucked waste sucked waste dumb,0
budget cheap bad alfred newman,1
captures,1
dumb,1
bad bad bad bad bad bad,0
,1
renting,1
victoria victoria,0
excuse,0
captures,1
gonna dumb bad,1
atrocious stupid boring nonsensical bad,0
bad padding padding,0
bad,1
,1
,1
amateurish fake mindless,0
,1
bad,1
gabor,1
worse awful,0
,1
portrait worse,1
budget,1
laughable awful horrible awful,0
,1
portrait,1
,0
bad bad,1
,1
morons rubbish crap stupid bad mindless crap stupid crap bad crap bad crap boring rubbish bad laughable rubbish garbage rubbish pointless pointless,0
bad holes,0
holes 18th cardboard,0
budget bother budget,0
,1
stupid pathetic,1
,1
,1
bad,1
captures capturing,0
unfunny waste rubbish,0
budget pointless,1
worse,0
laughable stupid,1
,1
horrible,0
portrait,1
,1
morons budget,0
barbara,0
budget budget,0
bad bad bad bad bad waste,0
poorly bad bad,0
,1
,0
bad bad bad worse,0
bad bad dumb bad worse,0
,0
bad,0
,0
,0
awful awful worse unfunny gaping holes bad cheap garbage costs,0
,1
bad,0
worse garbage,1
boring,0
lame dumb crap turd stupid,0
,0
bad boring,0
fake,0
unfunny,0
bad horrible bad stupid bad bother,0
boring cheap,0
gonna gonna,0
bad,0
worse cgi,0
stupid poorly,0
boring bad watson rupert,1
bad gabor,1
,1
awful awful bad waste,0
bad,0
,1
,1
,1
hutz jonathan hutz jonathan hutz hutz hutz,1
horrible stupid poorly,0
,1
waste budget,0
friendship,1
bad,0
fake bad,1
ripped ripped,1
,1
crap waste horrible sucks bad,0
plain,1
waste garbage,0
boring,0
,1
,1
,1
excuse boring stupid,0
,0
budget,0
,1
boring boring poorly poorly junk,0
bad bad bad,0
bad,0
postwar bad,1
bad plain awful,1
,1
sht,1
plain,0
,1
,1
pathetic illogical,1
awful ripped bad,0
,1
boring lame corn bother,0
holes 90 mindless lame bad bad awful,0
garbage corn bad,0
unfunny horrible pathetic waste unfunny bother,0
eat,1
,1
christie christie,1
,1
ronald colman colman youthful myrna loy awful colman youthful colman,1
,1
junk,1
bad cheap,0
,0
bad,1
,0
,1
bad bad bad worse,0
,1
bad,1
,0
,1
,0
stupid fake bad waste 0,0
,1
stupid,1
,1
,1
,1
,0
boring boring pointless,0
bad 90 bad bad,0
eaten,0
olivia bad crap,0
,1
bad budget,1
,1
,1
awful fake pathetic fake pathetic,0
,1
,0
bad bad bad 90 pathetic pointless cardboard worse,0
,1
,1
boring worse,0
barbara stanwyck barbara,1
,0
capturing waste costs,0
bad holes,1
lame budget,1
architect,1
pointless,0
,1
awful bad bad,0
collaborator ella,0
dumb,0
bad cheesy crap gonna pathetic garbage,0
crap renting,0
,0
,1
,1
,1
,1
,0
cheap awful,0
,1
,1
,1
carroll vera waste carroll vera,0
neville worse,1
,0
zombies,1
binoche,1
cheap,0
,0
budget postwar,0
fake bad bad bad bad,0
stupid atrocious meaningless wasting renting,0
waste davenport budget unimaginative,0
friendship poitier poitier poitier friendship poitier,1
,1
cheesy bad bad bad boring awful cheap boring awful,0
sucks rubbish waste,0
,1
garbage poorly,0
,1
patriarch,1
bad,1
pg13,1
garbage bad,0
barbara stanwyck,1
poorly horrible,0
bad,0
,0
,1
,1
,0
,1
puke,0
bad,1
,0
custer custer greenstreet,1
,1
cheezy cheap bother cheezy cheap bother cheezy cheap bother cheezy cheap bother,0
,0
sht sht 90 mins,0
poorly,0
bother holes eat,1
fiennes,1
,1
,0
alfred alfred,1
plain,1
stewart stewart bad,1
,1
waste waste,0
,1
cheesy laughable,0
budget,0
holes laughable,0
boring pointless,0
tomatoes patriarch pointless,1
,1
mutual bad,1
boring stupid bad fake fake,0
dumb dumber,0
poorly meaningless mindless bad filler lame,0
,1
lame,1
bad,1
,1
,1
mindless crap stupid,0
dumb,0
crap pile,0
,0
bergen,0
,0
budget bad budget,0
,1
,0
,1
,0
renting bad,1
,1
friendship,1
worse horrible bad,0
,1
fooled boring,0
,1
cheesy lame unimaginative boring pile dung,0
,1
,1
crappy horrible bad bad bad,0
,1
capturing,1
junk bad,0
worse bad bad horrible,0
,1
,1
stupid,0
portrait barrel,1
gifted,1
bad laughable bad worse fastforward lame,0
,0
gifted,0
,1
,1
denis,1
bad bad stupid stupid,0
,1
,0
cgi,1
dumb,0
worse worse awful stupid stupid awful,0
bad,0
bin bad fake,0
cgi waste,0
sucked boring cheap,0
,1
cgi crap budget cgi,1
stupid bad bad,0
,0
bad,1
boring laughable,0
bother,1
barbara,1
waste,1
bad vera bad,0
,1
,1
bad crap plain dumb,0
plain lame suck,1
bad ronald eaten steaming eat,0
,1
,0
bad fake stupid,0
victoria longsuffering,0
holes sht stupid,0
bad,0
,1
bad,0
,1
,1
bad budget,1
,0
custer errol flynn custer ronald flynn errol custer custer olivia havilland sheridan watson custer flynn custer,1
,1
,1
,0
bad bad,0
,1
budget budget,0
laughable,0
pile steaming dung rubber crap excuse bad excuse lame,0
bad,1
,1
awful,0
,1
budget budget,1
margaret rutherford margaret rutherford,1
awful,0
,0
boring,0
,1
,1
sucked,1
,1
holes bad bad bad bad bad,0
plain,1
worse bad,0
,1
holes wasting budget bad bad,0
sucked stupid stupid,0
worse pathetic horrible camcorder,0
cardboard bad bad,1
fooled crap,0
,0
,1
waste,0
unfunny excuse,1
bad plain,1
bad poorly bad,0
horrible barbara poop ripoff bad bad bad bad,0
rubber vomit,1
bad,1
,1
sucks,0
pathetic,1
,1
crap worse,0
garbage boring,0
,1
,1
,0
dumb,0
fake fake bad bad,0
waste bad toilet,0
bad bad bad bad,0
bad,1
junk 90,0
boring boring excuse bad cheap,0
novak,1
,1
pointless,1
,1
alexander loyalty alexander alexander alexander,1
awful awful awful crap,0
,1
awful lame stupid,0
worse crap crappy,1
awful,0
irene excuse,1
bergen,1
,1
,1
,1
,1
horrible stupid,0
bad otto,0
grahame dumb poorly bad,0
stupid crap junk garbage boring bad crap,0
bad snakes snakes bad,1
bad,1
bad unfunny,0
,1
sucks,1
postwar,0
0,0
,0
,1
waste crap,0
,1
boring,1
alexis alexis,1
ripped ripped cheap ripped suck,0
,1
ruth,1
,1
,1
,1
portrait,1
lame bad crap waste,0
,1
,1
bad boring bad cgi cgi cheap cgi,0
bother,0
bad,1
awful awful awful awful awful crap,0
awful bad bother,0
stupid,1
,1
bad crappy,0
bad horrible,0
bad crap bad bad,1
,1
boring cgi bad crappy bad bad,0
,1
zombies bad,0
,1
bad,0
excuse budget bad,0
,1
friendship bad,1
,1
,0
bad bother,0
,1
horrible,1
,1
bad,0
dumb,1
,1
stupid suck unoriginal,0
,0
lame crappy stupid,0
budget,1
awful corn corn corn corn corn crap corn boring boring bad bad corn corn 0,0
toilet bother poorly bad,0
bad bad pathetic bad,0
,0
,1
,1
bad fake,0
bad bad bad worse bad,0
,1
pointless cheesy stupid,1
custer flynn olivia havilland custer flynns havilland flynn havilland flynns ably errol flynn flynns,1
stanwyck stanwyck stanwyck,0
bad budget bad,0
awful worse crap stupid dumb,0
bad excuse worse,0
,1
pile,0
,1
stupid cheap,1
bother,0
,1
awful laughable bad bad,0
budget,0
,1
poorly lame,0
,1
,1
wang wang boring,1
bad,1
hale pointless,0
lame,0
bin stupid,0
budget captures,1
unwatchable budget bad incoherent bad budget crappy lame,0
cheesy,0
stewart rubber denis,1
capturing mutual cgi turbulent,1
lame,0
bad cheesy budget crap,0
bad,0
,0
puke bad waste,0
,1
laughable bad,0
,0
crap garbage,0
excuse horrible bad ripoff,0
,1
jonathan jonathan jonathan,1
,0
,1
rupert everett watson,1
,1
,1
,0
,1
awful mindless,0
lame,1
,1
,0
stupid horrible poorly bad crap,0
worse,0
,1
crap snakes lame gonna,0
budget,1
,1
garbage,0
awful boring,0
junk,0
,1
elegance carroll excuse understated,1
cheap sucked,1
crap bad horrible,1
carroll,1
awful amateurish bad bad bad,0
budget lame cheesy,1
stupid holes bother eat,1
bad,0
boring,0
,1
boring,0
,0
,1
,0
newman poitier,1
,1
,0
budget crap bad,0
jonathan,1
,1
plain awful poorly waste,0
gifted boring,0
rubbish pathetic excuse pathetic,0
crappy awful,0
awful awful,0
budget suck,1
crappy bad,1
,1
,1
,0
,1
bad plain awful waste suck bad bad bad holes bad bad waste,0
,1
crap waste,0
bad bad,0
,0
bad dumb,0
ripoff snakes bad bad laura budget,0
,1
stupid crap,0
,0
uwe waste waste,0
lansbury,1
,1
,0
,0
bad bad bad,0
,1
unwatchable pathetic,0
,1
,1
,1
,1
,0
worse,1
awful bad,0
awful awful,0
rupert laura,1
stupid bad gonna,1
,1
bad 90 boring,0
bad,0
holes vomit bad budget lame,0
90 stupid,0
,1
fake fake,1
bother horrible budget horrible,0
poitier poitier friendship,1
bad,1
,0
crap,0
awful boring,0
,1
bother,1
hale,0
cheesy,1
,0
wang,1
bad,0
ruth,0
stupid pathetic stupid stupid,0
boring,1
,0
rockne powell contribution powell postwar everett,1
cheesy bad,0
,1
,0
awful,1
,1
,1
stupid boring,0
holes bad horrible,0
,1
sucks rupert everett tomatoes,1
errol flynn errol flynn olivia havilland havilland flynn custer worse bad flynn,0
boring,0
dumb budget bad holes,0
worse stupid waste,0
garbage margaret,0
rathbone lionel franz watson rathbone watson watson,1
lansbury vera ullman,0
horrible bother budget boring,0
,0
everett,1
,1
,0
laura bad,1
,1
bad stupid,0
ticked,1
budget,0
,1
,1
stupid,1
,1
,1
,1
stupid,1
bad,0
rupert watson,1
,1
bin,1
,1
,1
philip crap,0
,1
lame renting,0
bad crap bad bother,0
bad,0
cheesy boring,0
holes holes,0
bad crap,0
errol flynns errol flynns errol flynn flynn gifted flynns olivia errol olivia errol flynns errol flynn,0
cheap,0
cheap,1
,1
sucked bad,0
,1
budget bad olivia havilland,0
,0
,1
0,1
horrible,0
excuse bad,1
,1
cheap bad,0
,1
,1
jonathan,1
awful turd newman budget,0
margaret obrien,0
awful,0
vomit toilet crap,0
portrait horrible laughable,0
gonna crap pathetic horrible bad bad,0
horrible bad cheap unfunny,1
,1
boring,0
,1
,1
boring,0
unfunny poorly bad rubbish poorly,0
illogical lame,1
awful budget budget worse awful crap boring cheap stupid,0
bad poorly poorly poorly poorly,0
,1
crap,1
,1
,1
dumb,1
bad bad,1
suck bad,0
bad,1
,1
,1
bloom cheesy unfunny laughable cardboard,0
holes boring,0
awful,1
unoriginal,0
,1
bad worse youthful bad,0
bad,0
,1
lame worse boring unimaginative eat,0
,1
bad junk waste boring,0
,0
rutherford dumb,1
garbage lame,0
,0
collaborator,1
,0
,0
,1
,1
lame pointless boring,0
,1
bad,1
,1
,1
,1
,1
ripped,1
cheap,0
,1
bad bad,1
,1
gifted jonathan,0
eat,1
,1
bad horrible,0
,1
,1
,1
bad bad,0
ugh ugh ugh ugh ugh horrible bad bad crappy crappy horrible junk,0
,1
boring pathetic,0
,0
bad,0
stupid awful horrible horrible horrible bad bad stupid waste,0
worse stupid stupid,0
captures pioneer,1
bad emil,1
,0
bad,0
,1
,0
,0
horrible worse horrible bad bad cheesy steaming pile pg13 cheap bad bad mins pg13,0
bin ripped,0
,0
bad excuse horrible,0
turd,0
cheesy bad cheezy cheezy suck bad bad bad boring bad bad bad bad,1
horrible mindless worse,0
,1
awful costs,0
,1
,1
worse awful,0
bad,0
,1
pathetic,0
barbara stanwyck barbara stanwyck barbara stanwyck stanwyck greenstreet alexander reginald,1
gonna,1
fake 210,0
,1
laughably pathetic,1
,1
victoria victoria ripoff,1
,0
worse,0
,1
bad pg13 boring laughable garbage stewart stewart padding stewarts filler,0
vomit,1
,1
,0
lansbury,1
,0
bad bad,0
poorly,1
,1
garbage,1
lombard stewart stewart lombard stewart lombard lombard stewarts bother,0
,0
,1
bad lame,0
rita rita stupid rita rita toilet dumb,1
,1
myrna loy,1
stewarts,1
,1
,1
sucked crappy,1
bad,0
90,1
,1
portrait rubber bin,1
,0
portrait,1
lame filler,0
90,1
awful ripped,0
excuse alexander,1
worse plain,0
,1
,1
,0
,1
awful,0
,1
garbage,1
,0
bad,0
newman,1
holes,0
worse bother,0
,1
,0
,1
bad budget ripped,1
,1
110,0
,1
,1
bad,0
bad ugh bad cgi bad renting,0
bad bad cheap boring plain incoherent plain,0
bother bad bad,0
awful illogical bad,0
ruth irene,1
,1
bad horrible fake horrible horrible waste rubbish,0
unfunny horrible camcorder boring lame lame unimaginative,0
laura laura irene laura horrible,1
boring,1
atrocious bad bad plain,0
bad,1
,1
vomit snakes snakes snakes snakes pathetic excuse snakes snakes snakes fake snakes toilet budget costs,0
,1
,1
stupid stupid,0
bad bad,0
,1
,1
,0
cheesy,0
cheap bad,0
,0
,0
powell myrna loy myrna loy powell loy powell loy powell loy powell boring powell powell loy powell loy,0
mindless illogical,0
crap,1
margaret bad,1
bad awful,0
,0
costs meaningless,0
crappy garbage,1
,1
horrible bad,0
philip,1
,1
,1
bad,0
,1
,1
mins pathetic,1
bad,1
,1
eat,1
,0
rita rita rita rita,1
stupid,0
worse,0
,0
ronald pathetic,0
friendship,1
,1
bad,1
gifted bother,1
pathetic bad awful bad,0
bad olivia olivia pile junk,1
pile eaten,1
,1
bad worse amateurish bad bad budget bad,0
ruth ruth ruth ruth poorly excuse holes ruth,0
stupid,0
crap worse lame crap,0
,0
carroll,0
loyalty,1
,1
stewart,1
,1
,0
bad,0
,1
lame horrible,0
,1
,1
bad budget cheap cheap bad budget,0
waste,0
,1
,1
stupid plain dumb,0
,1
awful,0
bad lame suck steaming turd sucks,0
,0
,1
bad bad junk,0
bad,1
,1
,1
crap,0
awful ripped,0
joss ackland budget,1
bad,1
atrocious cringing,0
,1
pathetic,0
,1
,1
,0
bad,1
du du,1
,1
boring stewart,0
,1
,1
,1
,1
dumb,1
,1
cheap,1
,1
,0
renting,0
dumb,0
awful,0
horrible,0
,0
,1
,1
alexander,1
dumb cheap,0
,1
,0
cary,1
cheap cheap,0
ripped horrible,0
,1
,1
,0
bad awful boring bad cheap bad bad 90 budget,0
worse,0
bad,0
,1
bad,1
nonsensical,1
,0
bad poorly,0
mindless,1
contribution bad worse worse,0
,0
dumb,0
du,0
gonna gonna,1
,1
,1
,1
boring,0
awful,1
,0
snowballs,0
,1
,1
eat,1
bad,0
bad,0
cheesy poorly poorly bad,0
stupid bad cheap worse cheap pile bad fake,0
bad,1
worse sucks sucks sucks bad sucks bad,0
,1
,1
crap,0
waste,0
boring awful waste wasting 90,0
bad horrible horrible horrible horrible,1
,0
,1
stupid bad,1
cheap,0
alexander,1
,1
laughably,0
bad bad awful lame,0
captures,1
plain plain plain plain,1
,1
,1
,1
,1
,0
steaming pile crap crap crap,0
friendship,1
,1
bad,0
youthful,0
lionel sheridan albert ruth,1
,1
olivia,0
worse crap budget bad,0
bad bad boring stupid horrible horrible horrible,0
,1
awful,0
waste,0
,1
,0
poorly bad,1
,1
,1
boring,1
bad bad kidding,0
,1
,1
pile waste gifted,0
,1
bad bad plain stupid,0
bad,1
excuse 110,1
bad errol flynn,0
cheesy,1
ronald pathetic awful,0
,1
,1
bin excuse nonsensical awful waste waste,0
boring excuse bad bad,0
worse worse,0
stupid kidding stupid,0
understated,1
waste 90,0
,0
,1
lansbury captures,1
lame,0
garbage,1
,1
pg13,1
,1
bad amateurish bad horrible,0
,1
budget fake bad cgi cgi,1
worse vibrant,1
,1
leung,1
,1
,1
atrocious pathetic,0
,1
,1
,1
budget budget,1
waste,0
bad bad,1
portrait portrait portrait sucks waste,0
poorly awful bad,0
,1
jonathan margaret excuse,0
bad bad bad awful snakes bother dumb snakes snakes awful snakes snakes snakes dumber bad cheap excuse,0
,1
bad pathetic nonsensical bad worse,0
bad bad morons bad bad,0
,1
,1
horrible bad,0
lame,1
,1
pathetic worse bad budget,0
ably,0
bad,1
,1
awful costs vomit dumb bad,0
,1
,1
,1
stupid obrien horrible bad worse,0
awful vomit waste rubbish,0
,1
stupid bad waste,0
capturing,1
lame cardboard excuse lame budget bad budget fake worse,1
,0
horrible waste,0
bad stink unfunny cheap unfunny bad,0
junk,1
,1
bother bother,0
,1
,1
cgi,1
stupid unfunny bad,0
90,0
newman newman newman newman boring newman,0
bad,1
renting,1
bother holes,1
,1
bad 90,0
,1
,0
crap,0
cardboard,0
bad fooled,0
,1
crappy laughable stupid worse bad bad worse,0
,1
fake,1
budget horrible horrible horrible worse bad garbage friendship,0
,1
ruth laura bad,1
turbulent friendship horrible horrible,1
,1
,1
,0
,1
bad,1
bad,0
budget,1
myrna loy barbara loy bad,1
,0
bad,1
cardboard,0
bad,1
amateurish fastforward fastforward fastforward,0
,1
,0
,1
,1
bad bad bad bad bad awful,0
worse,0
,1
,1
,0
,0
pg13 friendship bad friendship,1
,0
,1
patriarch bad bad,1
,1
worse crap waste waste junk,0
bad bad awful,0
,1
bad stupid,0
waste bergen boring bad bergen bad,0
,0
unimaginative waste,0
awful bad,0
atrocious cheesy,0
ugh,0
,0
,1
plain,1
,1
,0
bad,1
,1
bin bin ripped,1
philip philip,1
