x,y
awful awful dont bad,0
minutes excuse terrible trash,0
effects bad dont wrap sequels,0
budget minutes budget,1
jokes,0
rehash predictable rent,1
jokes dont idiots dont minutes,1
nudity boring gore cheesy wouldnt sucked avoid costs,0
worse,1
,0
redeeming bad lame budget bad couldnt budget laughable effects couldnt predictable dont,0
plain costs trash bad bad dont bothered,1
predictable predictable dont,1
effects cgi effects dont dont dont,1
couldnt bad bad bad bad bad yourself steaming pile dumb dumb dumb dont joke,0
honestly wouldnt,1
,1
predictable predictable dont,1
suck lame bad,1
,1
disgusting cheap,0
,1
boring boring unless dont dont dont,0
,1
,1
cheesy,1
dont,1
tripe amateurish continuity couldnt dont,0
scary sit,1
,1
terrible horrible stupid dumb dumb,0
morons bad sequels bad crap,0
shoddy dont waste bad dont,0
boring boring,0
boring,1
,1
minimum,0
avoid,0
,1
,1
dont pathetic predictable figured bad laughable,0
sequels,1
holes laughable budget continuity blockbuster trash avoid warn avoid,0
yourself dont,0
,1
dont,1
,1
bad boring minutes gore pathetic cheap meaningless bad,0
,1
scary itd halfway dont dont dont,1
rented budget minutes spoiler dont holes dont dont stupid,0
dont terrible,1
boring poorly honestly,0
,1
,0
cheesy cheap effects,0
bothered unrealistic unrealistic crappy rushed bad couldnt,1
laughing,1
cheesy budget wouldnt dont,1
,1
,1
mess worse cheap couldnt minutes,1
,1
dont waste,1
unnecessary camcorder waste budget rent,0
spoiler bad worse zombies dont,0
bad bad,0
,1
sequels bad dont crappy dont dont yourself gonna stomach awful,0
minutes suck toilet avoid,0
nudity terrible dont waste,0
bad predictable boring plain cos boring bad,0
,0
worthless,1
,1
,1
suck suffice worse,1
,1
disgusting lowest,1
dont boring unoriginal,0
lame,0
laughable horrible worse,0
,1
,1
dont,1
rent dont yourself,0
dumb goofs,0
,0
reviews dont,1
dumb yourself dont,1
awful boring,0
,1
bad bad effects bad bad,0
,1
itll bad horrible minutes wouldnt wouldnt,0
,1
gore nudity confusing mess gore effects bad gore confusing cheesy bad,0
minutes fastforward minutes minutes,0
,1
,1
hype dont itif wouldnt bother suspend disbelief rubber,0
dont warn bad bad effects terrible holes bad avoid,0
,1
wouldnt confusing,1
,1
scary,1
,1
minutes horrible minutes seriously,0
continuity minutes,0
mess pointless,0
awful awful couldnt minutes,0
bad,0
dont,0
blockbuster horrible crappy bad bad budget terrible effects bad boring budget bin costs,0
,1
effects,0
laugh dont renting predictable unfunny dont,0
dont,1
,1
shelves swearing bother,1
stupid dont pointless bin,0
,1
dont scary boring bad bad scary couldnt dont dont poorly mouths budget effects,1
bad,0
laughing unfunny stupid 210,0
reviews morons nudity,1
terrible terrible camcorder boring seriously dont gonna worse avoid unless,0
rent avoid,1
laugh predictable unfunny jokes bad ugh,0
wouldnt dont,1
bad pointless crappy stink,1
effects laugh,0
cheesy slasher dont toilet swear dont pointless freaking seriously rent plain slasher slasher,1
bother,0
bad couldnt,0
scary,0
,0
bad boring,0
waste,0
moviei,1
effects,1
itll rent dont blockbuster budget please dont,1
trash budget laughable cheap,1
pile dung dont bad scary,0
dumb lousy,0
crap worse bad,0
reviews garbage unfunny itll 90 mindless waste minutes jokes minutes disbelief,0
explosions terrible boring idiots 210,0
boring bad dont sucks,0
,0
budget meaningless,1
,1
pointless minutes,0
couldnt walmart figured seriously bad unfunny minutes,0
terrible terrible bad bad bad holes holes holes,0
cheesy stupid dont yourself stupid seriously bothered bad popcorn,1
dont bad bad dumb dont wrap 110,0
,1
unwatchable please please please,0
laughing dont,1
,1
unless,1
bad bad laughable laughable effects ebay itll,1
bad bad horrible bad bad awful,1
pathetic excuse wasting toilet crappy effects worse crap dont,0
bad bad yourself,0
minutes,1
terrible effects,0
,1
unfunny minutes,0
spoiler seriously,0
junk,1
budget bin crap,0
effects cheesy effects bad,1
,0
budget unless wouldnt,0
effects unrealistic lame lame boring lame,0
bad dont awful dont blockbuster yourself stupidest,0
,1
bad bad crap,0
waste explosions excuse laugh existent,0
,1
,0
rental trash rubbish laugh,0
poorly 90 minutes 90 minutes bad horrible,0
honestly couldnt unless,1
,0
dont dont seriously,1
laugh please,1
dont laughing,1
terrible bad terrible terrible,0
please reviews,1
dont bad bad,0
horrible scarier,1
crappy worse avoid costs dont gore stupid,1
couldnt dont,1
stupid gonna,0
bad remotely,0
,1
budget dont dont warn,0
nudity cheesy,1
stupid bad horrid bad stupid trash,0
ebay fx predictable,1
bad worse,0
jokes dont onei,1
drivel,1
trash cheap cheesy figured filler bad padding horrible junk,0
stupid,0
nudity,1
,1
zombies dont dont eaten zombies,0
seagal lowest pathetic laughing seagal pathetic laughable sucks seagal joke,0
minutes,1
costs,1
rented plain awful rental mindless budget,0
dont dont dont dont corny unless,1
dont rent,1
bad,1
,1
laugh bad poorly rental rent,0
bad,1
horrible bad stupid bad stupid stupid pathetic ugh,0
gore,1
dont awful trash garbage wouldnt terrible dont halfway awful awful terrible wouldnt dont,0
laugh,1
sit laugh,1
,1
bother yourself,1
popcorn awful effects,0
stupid mess dont,0
rent,1
couldnt laughing couldnt boring,1
effects sit unless budget trash,1
,1
dont dont,1
stupid,0
budget effects,1
mindless excuses,1
minutes halfway,0
bothered couldnt predictable amateurish popcorn bad,0
effects,1
budget renting laugh terrible minutes stupid effects terrible please,0
,1
crappy figured jokes,1
poorly minutes,0
effects effects wouldnt,0
scare stupid stupid,0
horrible holes budget wouldnt,1
yourself dont,1
sit toilet,1
cheesy effects lousy bad avoid,0
,1
effects,1
dont,0
worse,0
dont,1
,1
,1
,1
disgusting,0
stupidest sit idiots scary dont boring,0
,0
bad,0
holes laughing yourself,1
itll laugh itll bad minutes,1
,1
laughing awful jokes bad,1
cheesy effects dont,1
,1
amateurish bad costs,0
gore redeeming gore effects bad scary gore gore gore godawful gore gore,0
worse,0
idiots,1
amateurish predictable,1
please unrealistic,0
minutes minutes redeeming awful bad,0
jokes terrible jokes sit,0
seriously,0
scary anticlimatic terrible,0
bad bad dont,1
pile bad worse bad bad bad terrible dont offended terrible dont please pointless,0
minutes terrible minutes laughing,0
wouldnt yourself,1
bad boring,1
spoiler dont itll trash stupid stupid puppets stupid bad,0
,1
predictable rental,1
couldnt,1
,0
,1
bad blockbuster cheap bad bad worse,0
wouldnt,1
,1
yourself yourself,1
trash eaten rubbish,1
minutes boring unimaginative horrible ripped waste,0
stupid sucked laugh,1
dont,0
joke lame,0
,1
budget,1
laugh joke,1
terrible bad bad effects stupid,0
dont,1
waste awful effects scary scary effects waste unless awful,0
garbage,1
,1
laugh,0
,1
uwe boll bad crap minutes zombies zombies minutes asleep uwe boll please,0
cheezy cheezy spoiling dont,1
wouldnt poorly stupid stupid avoid rent,0
mindless sit excuse worse terrible amateurish,0
blockbuster halfway halfway rent thisi effects rented,0
predictable dont terrible bad cringe unless predictable,1
dont dumb bad dont,1
lousy laugh,1
,1
dont,1
,0
boring dont,1
minutes dont poorly trash,0
dont gore bad jokes jokes jokes,0
mins laughing laugh,1
untrue worse,1
waste dont bother,0
stupid puppets dont seriously,1
gore effects bad laugh jokes,0
bad dont swearing,1
,1
rubbish,0
terrible poorly toilet bad avoid,0
,1
shelf effects bad,0
dont continuity,1
worse laughing jokes dont dont wouldnt,0
,1
cuz,1
yourself yourself yourself wouldnt,1
worse,1
unfunny joke rubbish costs,0
awful suffice disgusting horrible sequels gore stupid worse stupid worse joke,0
laugh,1
scared scared gonna,1
pointless,1
asleep unnecessary cheap,0
bad wouldnt,0
whatsoever,0
effects,0
sequels,0
,0
,1
yourself budget,1
effects bad dubbing zombies zombies zombies rental zombies zombies budget waste bothered avoid stink laugh,0
minutes please,0
wouldnt,1
,1
bad waste pointless bothered laugh pointless,0
unfunny bothered pile,0
goofs continuity dont,1
,1
terrible incoherent worse,0
wouldnt bother bad,1
bad minutes unfunny,0
,1
,1
unless dumb rent nudity,1
scary effects boring stupid mess bad bad pg13 stupid,0
wouldnt spoiler corny couldnt minutes couldnt sucked mindless swear,0
,0
bad cringe terrible dont bad dont 010 0,0
dont awful awful awful poorly bad continuity wouldnt,0
honestly bad awful halfway worse dont dont pile crap honestly wasting dont wasting yourself dont,0
rubbish idiots pathetic worse dont laughable laugh,0
,1
dont,1
cheap bad,0
laughing rushed confusing,1
worse laugh cringe cringe dumb laugh unfunny unfunny iti dont suck reviews,0
asleep dont,1
,1
minutes cheap,0
reviews spoiler spoiler,1
bad worse avoid,1
,1
reviews,0
poorly redeeming bad waste bad avoid,0
budget budget boring minutes budget lame,0
unnecessary gore gore effects gore effects,1
hostel bad gore dont scary stupid dont bad gore,0
,1
bad bad yourself bad effects bad bad 110 goofs,1
dont,1
,1
,1
dont waste,1
,1
laugh,1
dont,1
couldnt,0
rent rented blockbuster unless stupid dont,1
effects terrible poorly rent,0
dont,1
ticked,1
confusing offended sit boring,1
drivel,0
scare,1
,1
gore slugs awful waste effects gore worse wouldnt unless stomach,0
terrible terrible pathetic stupid stupid avoid,0
jokes bad bad,1
dont yourself,0
rent scary scary boring stupid junk honestly stupid gore scared dumb scary dont rent scary scare,0
,1
ripped pointless minutes,0
holes,1
worse stupid horrible wouldnt,0
minutes minutes crap minutes honestly whatsoever worse dont worse dont,0
,1
,1
meaningless,1
unimaginative amateurish pathetic couldnt,0
unwatchable nudity snakes gore,0
,1
dont dont,1
mess minutes sit mess,0
bad bad bad idiots cheap 110 dont,0
stupid yourself laughing wouldnt terrible rent dont yourself laughing rental,1
meaningless pointless dont cheesy,0
,1
,0
scare unfunny dumb awful nudity,0
gore bad,1
reviews,0
,1
boring,0
terrible honestly,1
laugh poke joke,1
redeeming bad bad bad bad bad bad,0
corny poke dont bad,0
,1
,1
,1
laughable plain bad,0
seriously rent headache dont bad,1
awful joke budget awful wouldnt dumb dumb dumb scary effects lame bad bad cheap cheesy,0
corny bad stupid stupid bad bad bad effects sucks stupid stupid horrible effects confusing gonna bad laugh dont,0
terrible bad,0
,1
bother,1
bad cheesy waste,0
couldnt laugh bad,0
please dont dont,1
,1
couldnt dont,1
boring excuse minutes laughing,1
,1
bother bothered bother minutes budget,1
,1
cheesy bad continuity,0
kidding bad horrible gore horrible horrible horrible effects gore gore effects bad bad minutes freaking bad,0
dont budget bad disbelief unless lame worse,0
budget bad unless bad bad terrible dont waste awful,0
poorly bad,0
dont couldnt,1
cheap,0
crap 85 awful laughing scare boring terrible bad gore couldnt yourself camcorder scary budget boring gore rubbish dont,0
cgi blockbuster,1
reviews cheesy,1
worse dont,0
minutes dont,1
laugh,1
bad whatsoever dont,0
wouldnt bad rubbish,0
minutes,1
effects dont,0
predictable,1
scary scary yourself rent dont,0
jokes worse lame bad jokes dumb stupid laughing,1
avoid,1
awful effects seriously awful wrap,0
effects,1
bad,0
awful bad rehash pathetic stink,0
unimaginative dont bad,0
dont boring stupid avoid,0
costs,1
laugh,1
corny,1
,1
laugh jokes,1
dont,0
itd jokes,0
dont honestly worse pointless yourself dont,0
pathetic bad bad dont,0
shelves budget plain dont bad bother gonna gore junk straighttovideo bad,0
,1
,1
,1
blockbuster cheap laugh vomit effects dont cgi,1
please dont,1
boring redeeming gore,0
minutes dont predictable,0
effects dont,1
terrible horrible terrible horrible drivel idiots,0
couldnt awful rubbish terrible cgi fx bad avoid costs,0
budget horrible nope,0
mess,0
bad horrible idiots stupid nope crap bad unless garbage,0
,0
dont,1
sit couldnt worse couldnt dont dont,0
,0
,1
,1
pathetic minutes waste wouldnt couldnt wouldnt dont,0
jokes cheap 110,0
,1
,1
dont,0
,0
laugh,1
seriously,1
horrible unless,0
,1
,1
terrible horrible dont,0
poorly,1
,1
,1
bad dont boring minutes bad awful scary couldnt bad unimaginative bad scary bad joke,0
dont bother dont,0
jokes,1
,1
yourself wouldnt scary,1
bad meaningless continuity plain stupid,0
poorly bad joke poorly unnecessary couldnt worse,0
awful toilet lame,0
scary predictable boring dont,0
,1
effects effects worse minutes bad,1
trash garbage trash,0
bad,1
dont laughing,1
,1
stupid bad,1
,1
effects bad awful laughable terrible worse straighttovideo effects seriously 0,0
dont bad joke,0
unnecessary crap filler wouldnt dumb wouldnt dumb,1
sequels,1
dont bad unless dumb,0
bad dont tomatoes minimum,1
cheesy cheesy,0
budget boring dont dont plain,0
bad mess awful 310,0
scared,1
halfway,0
mess,0
bad previews lame pointless lame laugh laugh waste laugh worse fart minutes fart bad lame worse gonna waste bad,0
disbelief,0
dont dont dont dont dont,0
confusing poorly,0
mess couldnt bother,0
boring bother effects dont yourself dont,1
reviews dont,0
disbelief,1
horrible whatsoever couldnt dont,0
horrible minutes dont wouldnt waste,0
gore please,1
goofs gore,1
dumb laugh rent,1
crap crap,0
terrible bad bad,0
unwatchable seagal terrible poorly worse bad awful lowest,0
sucks pointless seriously stupid lame,0
sit yourself,0
unless,0
stupid seriously horrible bad bad boring unwatchable sit dumber jokes,0
minutes dont dont,1
joke terrible bad stupid poorly,0
,1
,1
dont bad bad,1
bad effects dont reviews,1
awful,1
dont dont,0
dont dumber sit dont,0
,1
minutes pointless avoid,0
blockbuster bad effects budget seriously minutes bad minutes filler minutes bad effects laughable garbage awful avoid costs,0
dont,1
bad worse bad bad worse,0
bad spoiler,0
poorly,0
,1
unless,1
budget budget effects effects,1
awful wanna couldnt spoiler stunk asleep horrible waste whatsoever bad horrible garbage shelf bad,0
halfway bad,0
awful sucks dont waste rent lousy crap,0
rushed confusing,1
waste horrible stupid joke joke honestly waste,0
terrible eaten laughable minutes terrible terrible stomach bad terrible awful,0
awful iti dont,0
,1
budget,1
budget shelves waste trash lousy awful holes poorly cheap effects scary unnecessary bad dont dont,0
bad plain bad,0
dont stupid horrible camcorder dont dont,0
dont sit wanna minutes pg13,0
,1
rented waste,0
dont dont effects,1
,1
,1
minutes,1
honestly dont poorly predictable joke budget poorly scary horrible bad dunno unnecessary disgusting dont bad,0
stunk bad itif stupid,0
,1
sit,1
,1
bad boring,1
garbage disgusting,0
bad,1
reviews dont,1
bin,1
effects,1
terrible awful,0
gonna morons yourself crappy yourself dont,1
minutes minutes minutes minutes,1
couldnt dont dont dont,1
dont,1
amateurish terrible costs,1
hype,0
scary seriously scare,1
bad stunk blockbuster,0
crap waste budget stupid budget,0
90 minutes 90 minutes sit,0
,1
rented unnecessary,0
redeeming dont,0
wouldnt worse poorly laugh please waste,0
scared crap scary scary rent,1
,0
stupid,1
bad,1
bad rental couldnt seriously,0
laugh,1
tomatoes poorly cheap excuse tomatoes disbelief,0
,1
warn sit freaking crappy crappy crappy spoiler gonna gore bad bad budget stupid poorly unrealistic boring dont continuity bad terrible worse bad crap lame 210 110 210 010 110 210 110 110 dont,0
,1
dont bad boring continuity effects 85 dont dont dont,1
stupid horrible,0
excuse 90 minutes,0
,1
horrible worse halfway confusing couldnt couldnt couldnt stoned bad avoid bad awful swear minutes seriously confusing bad unless,0
lame,0
scary,1
slugs laughable slugs slugs slugs bad worse seriously slugs,0
effects,0
dont 85 figured hype warn hype trash effects hype,1
,1
stupid boring dont minutes boring boring dont,0
couldnt dont sit stomach sit scary waste 90 minutes dont garbage effects joke dont,0
dont minutes dont bad seriously dont horrible wouldnt bad rewind dont waste minutes couldnt,0
mindless corny effects explosions,1
,1
cheap boring unoriginal terrible bad avoid,0
,1
,1
horrible remotely,0
bad,1
gore remotely dubbing bother minutes dont minutes dont waste 90,0
couldnt bothered gore,1
85 mins dont pg13 boring boring,1
unless scary,1
bad horrible bad unrealistic scare stupidest unrealistic dont,0
,1
dont bothered rent rented dont gore scare budget scared dont scare dont effects scared dont scare scared scary mindless dont scared dont scared scared zombies,1
rented stupid bad bad bad effects bad bad bad bad worse,0
reviews,1
dont dont pointless unless,0
laugh,1
nudity budget,1
bad please,1
dont,0
,1
mess couldnt jokes bad dont dont,0
,0
netflix rental blockbuster suck bad lame shelf wanna sucks crap horrible crap awful walmart plain awful wanna crappy,0
illogical sit laugh laughable,1
stupid,1
terrible,0
,1
blockbuster,1
bad holes seriously bad dont,1
bin wouldnt,1
awful rubbish redeeming budget,0
please registered registered dont,1
90 remotely,0
awful plain bad,0
bad gonna goofs,1
,1
boring junk budget offended amateurish awful laugh pathetic shelf crap bad bad redeeming,0
terrible,1
scared please bad,0
stupid dont crappy,1
previews dont previews,1
bad seriously horrible fx awful bad bad cringe laugh bad horrible jokes crap asleep laughing ripped mindless,0
dont,1
bad,1
yourself,1
,1
disgusting minutes laughable,1
minutes,1
bad bad dont boring cheap cheap worse rubber scary cheap gore nudity eaten,0
mindless pathetic crap bad bad bad jokes meaningless waste dont,0
dont refund please dont,1
unfunny,0
dont predictable,1
bad please offended,0
bother bad bad bad worse stupid jokes lousy gonna fart laugh disbelief terrible minutes,0
crap seriously,0
poorly minutes dont bother waste walmart,0
budget horrible lame bin,0
avoid avoid unrealistic,1
wouldnt hype bad,1
,1
poorly avoid minutes budget boring,0
sit,1
scary scary,0
,1
awful crap terrible boring predictable avoid,0
,1
terrible minutes dont,1
,1
dont warn dont horrible rent dont,1
bad scary,1
dont bad predictable illogical pointless wouldnt predictable,0
sit jokes laugh joke,1
sit boring jokes laugh,0
,0
joke,0
,1
,1
waste,0
bad dubbing budget,1
dont gonna bad unnecessary bad,0
cheap bad boring asleep awful,0
,0
predictable excuse 110,0
dont swearing,0
pathetic,0
spoiler bad worse dont bad worse worse dont,0
rent effects budget effects,1
bad awful budget couldnt laugh cheap bad bad honestly worse worse awful effects effects seriously budget avoid,0
explosions holes minutes,1
laughing,1
,1
dont bother,1
lame predictable bad bad corny,0
couldnt,1
seriously lame dont dont avoid,0
spoiler,1
horrible bad awful terrible joke wasting,0
,1
terrible sit rubbish,1
sit rented reviews boring,0
crappy,1
budget laugh dont awful,0
,1
dont,1
honestly jokes bad excruciatingly avoid,0
seriously bad,1
pointless waste crap,0
,1
rented minutes,0
holes sucks,0
,1
unnecessary crap,0
eaten,1
budget waste effects pointless dont budget remotely,0
lousy dont dont,1
dont,1
dont waste,0
bad,1
minutes,0
bad lowest plain laughing mess mess,0
,1
,1
crappy fx bad cheap worse cheap fx terrible worse horrid jokes honestly stupid 310 310 boring bad unless,0
bad,1
awful horrible couldnt meaningless,0
seriously boring seriously dumb plain dont dont dont please,0
horrible stupid awful worse,0
lame jokes wanna,1
dont,1
yourself,1
,0
fx nudity,1
,0
,1
corny bad worse crappy seriously joke worse,0
bad,0
bad laugh,1
bad bad minutes bad bad,0
,0
gonna sucks dont minutes gonna minutes sucks reviews wouldnt dont,1
boring,0
minutes trash unrealistic gore plain sucks dont dont laugh dont,0
straighttovideo sequels sequels straighttovideo sequels cheesy cheesy straighttovideo dont wouldnt,0
dont rewind,1
laugh dont yourself,0
jokes minutes,1
minutes,1
,1
minutes minutes honestly bad minutes minutes,0
bad bad whatsoever dont bad bad whatsoever lowest dont dumb worse rubbish,0
,1
boring bad awful effects bad bad avoid unless,0
effects plain sucked,0
moviei bother seriously dont yourself,1
dumber predictable,0
bad,1
unrealistic bad wouldnt unless,0
dumb remotely,0
dont plain goofs dont,0
minutes kidding joke stupid tripe please,0
effects,1
,1
,1
scare pile stupid mindless ripped minutes couldnt horrible lame,0
,1
,1
gore pile terrible directtovideo uwe boll,0
fooled itll budget,0
boring terrible terrible dont effects unrealistic rubbish,0
rented excuse slasher minutes dumb minutes awful pointless spoiler minutes dumb slasher wouldnt,0
sequels waste horrible,1
,1
avoid budget minutes poorly mess please avoid,0
,0
,0
,0
dont boring minutes dont,0
stomach puke,1
scary,0
bad cheap dont wouldnt cheap sucks,0
couldnt,0
,1
effects seriously spoiler,0
dumb,0
bad,1
cheap boring worse bad,0
,1
suffice bad cheesy,1
excuse,1
bad laughable,0
,1
laughable budget effects effects bad joke,0
unrealistic bad bad,1
jokes,0
reviews,1
effects effects,1
worse nudity jokes wouldnt waste garbage laugh,0
scary scary boring bad wanna,1
dont bad unless,1
bad,1
plain dumb stupid jokes lame yourself bad please dont awful bad bad ugh awful bad rented please refund dont renting,0
,1
dont please rent dont,0
seriously joke laughable,0
spoiler spoiler laugh sit,0
,0
gonna lame mess wanna cringe,0
predictable,1
,1
lousy gore trash,0
,1
poorly dont dont dont,1
dont mess,1
,1
scary,1
confusing horrible zombies gore bad dont,1
plain,1
moviei,0
idiots worse redeeming bother,0
please,1
dont,0
bad,0
gore scary scary,0
dont,1
bad bad laugh dont,1
,1
yourself yourself bad minimum honestly,1
poorly poorly seriously seriously joke couldnt minutes,0
,0
worse,0
,1
,1
mess,0
dont dont bin,0
dont,1
holes,1
spoiling garbage minutes seriously spoiler minutes minutes dont minimum effects,1
reviews unoriginal joke,0
yourself,1
bad worse lame waste effects pile,0
dont jokes,1
predictable reviews,1
,0
laugh,1
pathetic pathetic,1
dont,1
,0
sit mess cheap headache trash horrible,0
,1
dont unrealistic,0
bad halfway bad bad,1
shoddy bad effects dumbest predictable,0
,1
predictable,0
laughable effects cheap,0
,1
pathetic bad sucks bad pathetic couldnt cheap camcorder bad stupid lame sit dont,0
,1
awful please,1
dont minutes dont laugh yourself bin rent,0
redeeming whatsoever remotely scary disgusting trash,0
horrid minutes offended disbelief,0
scary scary figured scary,1
,1
,1
bad lame whatsoever filler stupid minutes pile,0
renting trash bad dont,0
sit couldnt,0
,1
blockbuster,1
,1
horrible joke joke seriously laugh,1
slasher wouldnt bad hype,0
,0
yourself existent asleep minutes yourself boring cheesy waste,0
rubbish seriously seriously,0
stink lousy trash worse crap tomatoes,0
cringe eaten bad,0
boring boring,0
slasher gore effects,1
sucks laugh redeeming stupid,0
budget dont terrible terrible rent minutes,0
budget terrible nudity,0
slasher dumber bad bad continuity bad cheap laugh,0
vcr,1
effects,1
bad,1
terrible sucks,0
,1
,1
please,1
,0
waste blockbuster seriously waste,0
bad dont,1
rehash bad tripe bad gore itbut,1
spoiler minutes terrible dont rent,0
lame laughable dont dumb dont,0
awful bad couldnt,1
whatsoever,1
rent predictable,0
,1
sit unless laugh itand laughing,1
bad please minutes,0
holes spoiler seagal holes holes holes,1
confusing,1
seriously poorly yourself,0
,1
confusing,0
,1
waste,0
bad terrible,0
dont spoiler rent rent,0
predictable disbelief bad goofs,0
bad couldnt laughing fart gore awful bad effects worse,0
dont,1
couldnt,1
,0
worse minutes stupid confusing bad,1
dont dont,1
bad,1
dont,1
,1
90 trash boring,0
,0
bad sit figured dont yourself,0
cheesy bad effects fx,0
cgi itll bad vcr,0
awful pathetic dont bad bad bad,0
,1
stupid,1
,0
,1
minutes,1
scared laugh dont joke sucked laugh,1
,1
,1
slasher joke joke bad minutes waste bad bad nudity awful dont waste,0
dont dont headache plain headache,1
crappy effects thisi bad reviews 310,1
worse drivel awful minutes drivel bad,0
excuse bad slasher,1
minutes excuse,0
dont reviews illogical,1
couldnt dont,1
meaningless meaningless dont awful,0
bad barrel effects dont,0
minutes couldnt poorly joke joke puke,1
incoherent mess laugh,1
lame couldnt poorly amateurish bad stupid bad rent boring dont laugh laugh directtovideo bad awful bad,0
crappy rubber crap terrible dumb untrue laughing predictable awful poorly effects rubber minutes boring sit bad avoid,0
laugh effects avoid costs bad,0
couldnt,1
bad excuses effects bad bad dont,0
85 minutes,1
dont dont bad,1
minutes lame dont,0
effects bad 90 minutes disbelief bad dont avoid,0
jokes bad jokes couldnt,1
bad sit horrible gore stupid mindless stupid gore rent,1
bothered terrible bad pointless seriously stupid plain bad cheap poorly unimaginative gore budget awful rubbish stupid excuse,0
minutes minutes asleep wrap minutes minutes,1
dont,1
dont wouldnt,1
cheesy budget 0 wanna cheesy,0
,1
effects,1
remotely awful awful redeeming garbage,0
scary scare,1
,0
honestly,1
,1
bad avoid,0
budget,1
jokes jokes,0
,0
,1
toilet jokes cheap,1
,1
dont badi,0
lame lame mins scared couldnt spoiler lame tripe,0
,1
,0
,1
,1
dont,1
,1
nudity halfway lame corny,0
,1
,1
,1
,1
sit itbut bad puppets,0
dont bad horrible,1
crappy nudity dumber dumber dumber wrap yourself yourself unnecessary,0
,1
lame bad boring rushed garbage,0
,1
awful awful lame jokes scared,0
scary,1
rental,1
terrible crap waste,0
,0
bad bad dont dont please headache,1
stupid unfunny jokes waste bad mindless,0
sequels,0
bad seriously mess bad disbelief dont bad,0
couldnt plain nudity dont dumb bad dont plain,1
dont,1
minutes rushed,1
bad effects rent,1
,1
bad budget pathetic excuses bad,0
lame cheap unfunny jokes couldnt waste lame worse dont waste,0
scare poorly unrealistic predictable,0
worse,1
cheap laugh cringe boring,1
shelf blockbuster dumb boring dont pointless,0
itd predictable,1
,1
remotely dont terrible confusing lousy budget poorly bad horrible sequels,0
honestly bad confusing sit eaten pile steaming rubbish waste,0
stupid cheesy bad,1
dont dont lame plain plain,1
effects,1
bad awful sit,1
,0
moviei asleep zombies continuity,0
awful laughable dont,0
reviews reviews 90 unnecessary,1
,0
minutes minutes,1
holes,1
minutes gore gore gore idiots bad 90 minutes gore gore gore gore effects gore bad gore gore laughing gore wouldnt gore gore,1
bad bad bad bad bad avoid costs rent,0
unless boring couldnt dont,0
avoid,1
terrible dont,1
dont please dont dont,1
laugh,1
,1
,1
scary minutes,0
,1
unless,1
,1
stupid,1
unless,1
,1
confusing worse awful bad unnecessary laugh laugh,1
,1
incoherent poorly effects bad dont,0
avoid,1
couldnt,0
,0
shoddy bad,0
boring boring bad poorly minutes crap,0
dont fastforward,1
,1
joke terrible boring terrible terrible terrible minutes horrible,0
bad,1
bad pathetic effects cringing worse,1
bad worse unless idiots meaningless crappy effects bad meaningless horrid dubbing stupid dont terrible lame,0
sit excuse,1
dont drivel,0
plain boring,1
bad stupid wouldnt dumb boring budget,0
waste renting effects unnecessary gore nudity holes please please,0
,1
,1
dont,1
,1
,1
honestly dont,1
,0
laughing,1
dont dont,1
bad terrible unless,0
,1
stupid bad wasting bad stupid swear horrible stupid waste,0
please warn terrible laughable bad dont unless,0
worse nudity boring dont bother pathetic please yourself,0
laughing rental rushed,1
laugh please,1
trash predictable bother,1
,1
please dont bother please seriously,1
terrible awful avoid,0
,1
,1
effects cheap moviei pathetic budget budget bad budget effects bad,0
unimaginative,0
illogical,0
bad abomination laughable stupid lowest yourself uwe boll,0
bad terrible,0
laugh,1
seeni confusing nudity holes,0
terrible bad,1
,1
,1
rent rented couldnt minutes crap laugh horrid laugh awful disgusting sucks sucked,0
bad awful waste effects,0
lame zombies dumb yourself dont budget bad zombies,0
bad worse dont boring terrible,0
unless lame effects cheap minutes soooo snakes scary bad ripped budget,0
,1
boring dont,1
bad jokes bad bad bad dont bad poorly bad,0
effects effects continuity,1
popcorn dont dont please please,0
unfunny costs redeeming,0
horrible jokes bad,0
incoherent gore effects honestly bother effects,0
,1
,1
nudity cheap amateurish,0
pile crap terrible couldnt,0
couldnt,1
avoid,1
dont,0
couldnt,0
wouldnt,0
awful bad bad bad soooo bad sucks mins,0
dont excuse bad,0
,1
,1
laughable joke bad bad dont,0
,1
confusing,1
budget minutes budget budget budget previews,1
awful bad bad poorly yourself asleep,0
budget,1
bothered dont garbage,1
unnecessary boring,1
dont,1
dont bad honestly jokes padding,0
stupid bad bad,1
dont download,0
offended dont unoriginal confusing unnecessary honestly minutes minutes,1
plain boring asleep nudity,0
zombies budget,1
waste cheap trash,0
,1
,0
redeeming whatsoever uwe boll dont effects scary toilet uwe boll avoid costs,0
whatsoever dumb dont disbelief suspend bad bad,1
excuse,1
cheesy cheesy cheesy redeeming dont effects cgi cgi wouldnt,0
minutes minutes laugh laugh please 90 minutes,0
itso bad dont boring crap effects dont bad worse wanna,0
pathetic bad pathetic cheezy bad bad dont waste,0
incoherent,0
dont pointless minimum pile rubbish,0
vcr,1
,1
,1
ebay filler honestly ebay dont,0
minutes laugh minutes boring please reviews please yourself crap crap crap,0
boring minutes poorly,0
bad,1
couldnt dont,0
dont worse disgusting wouldnt,0
90 minutes 90 minutes please please,0
dont dont bad unless,0
suck boring bad crappy,0
,0
,1
